---------------------
  #    meV     cm^-1
---------------------
  0   54.7i    441.4i
  1   17.3i    139.3i
  2   10.7i     86.2i
  3   15.5     125.0
  4   17.4     140.1
  5   19.4     156.7
  6   21.7     174.9
  7   26.4     213.1
  8   34.8     281.0
  9   63.5     511.9
 10   65.1     525.2
 11   66.4     535.5
 12   67.7     545.7
 13   75.8     611.4
 14  143.3    1155.5
 15  187.7    1514.1
 16  200.7    1619.1
 17  203.1    1638.2
 18  423.6    3416.3
 19  430.1    3469.2
 20  439.3    3543.4
 21  439.7    3546.5
 22  443.2    3574.9
 23  469.7    3788.7
---------------------
Zero-point energy: 1.927 eV
