---------------------
  #    meV     cm^-1
---------------------
  0    4.8i     39.0i
  1   11.7      94.7
  2   19.6     158.1
  3   21.6     174.5
  4   23.5     189.6
  5   38.9     313.9
  6   39.9     321.8
  7   47.7     384.7
  8   57.5     464.0
  9   68.3     551.0
 10   73.4     591.7
 11  132.6    1069.6
 12  144.7    1166.9
 13  182.0    1467.8
 14  208.2    1679.2
 15  361.5    2916.0
 16  370.2    2986.1
 17  475.5    3835.1
---------------------
Zero-point energy: 1.138 eV
