---------------------
  #    meV     cm^-1
---------------------
  0    6.0i     48.7i
  1    7.6      61.4
  2   11.9      96.3
  3   18.9     152.7
  4   28.1     226.7
  5   38.2     308.1
  6   41.7     336.4
  7   72.5     584.6
  8  110.9     894.8
  9  130.3    1050.9
 10  141.4    1140.8
 11  170.2    1372.7
 12  178.6    1440.6
 13  180.7    1457.8
 14  206.1    1661.9
 15  371.4    2995.6
 16  382.1    3081.8
 17  385.5    3109.1
---------------------
Zero-point energy: 1.238 eV
