---------------------
  #    meV     cm^-1
---------------------
  0   45.7i    368.6i
  1    7.1      57.3
  2   16.1     129.5
  3   23.7     191.5
  4   26.6     214.7
  5   32.8     264.3
  6   45.3     365.5
  7   52.3     422.1
  8   53.3     430.2
  9   65.3     527.0
 10   66.2     533.8
 11   74.4     599.8
 12  161.0    1298.4
 13  193.3    1559.5
 14  369.2    2977.6
 15  379.2    3058.8
 16  469.4    3785.9
 17  485.7    3917.6
---------------------
Zero-point energy: 1.261 eV
