---------------------
  #    meV     cm^-1
---------------------
  0   19.5i    157.2i
  1   15.3     123.0
  2   18.3     147.2
  3   34.8     280.8
  4   45.5     367.3
  5   47.9     386.6
  6   78.6     633.9
  7  127.3    1026.5
  8  133.8    1078.9
  9  139.3    1123.8
 10  165.5    1335.1
 11  178.2    1437.2
 12  182.6    1472.5
 13  184.9    1491.4
 14  367.7    2965.3
 15  374.6    3021.0
 16  376.9    3040.1
 17  430.4    3471.7
---------------------
Zero-point energy: 1.451 eV
