---------------------
  #    meV     cm^-1
---------------------
  0    3.9i     31.2i
  1    9.3      75.2
  2   19.4     156.7
  3   21.8     176.0
  4   29.0     233.6
  5   31.3     252.5
  6   33.7     271.7
  7   37.8     305.3
  8   46.9     378.5
  9   62.8     506.2
 10   68.2     550.3
 11   71.8     579.4
 12   74.1     598.0
 13   76.9     620.6
 14  166.6    1343.9
 15  262.8    2120.0
 16  410.7    3312.6
 17  468.1    3775.5
---------------------
Zero-point energy: 0.946 eV
