---------------------
  #    meV     cm^-1
---------------------
  0    7.0i     56.7i
  1    4.5      36.1
  2    9.5      76.8
  3   13.4     108.4
  4   19.0     153.4
  5   20.6     165.9
  6   23.7     191.3
  7   24.1     194.3
  8   27.9     224.7
  9   63.6     513.3
 10   68.6     553.1
 11   82.2     662.8
 12   83.5     673.4
 13  196.7    1586.4
 14  263.5    2125.6
 15  423.6    3416.4
 16  458.7    3699.8
 17  471.6    3804.0
---------------------
Zero-point energy: 1.127 eV
