---------------------
  #    meV     cm^-1
---------------------
  0    5.4i     43.8i
  1    7.8      62.9
  2   12.1      97.3
  3   18.9     152.2
  4   27.7     223.3
  5   38.1     307.6
  6   41.7     336.4
  7   72.3     583.4
  8  111.0     895.1
  9  130.3    1051.2
 10  141.4    1140.7
 11  170.1    1371.7
 12  178.6    1440.5
 13  180.8    1458.0
 14  206.1    1662.3
 15  371.4    2995.6
 16  382.1    3082.2
 17  385.5    3109.2
---------------------
Zero-point energy: 1.238 eV
