---------------------
  #    meV     cm^-1
---------------------
  0   36.1i    291.6i
  1   29.4i    237.0i
  2   10.8      87.2
  3   19.1     153.8
  4   21.6     174.6
  5   37.8     304.6
  6   41.6     335.2
  7   67.2     542.1
  8   67.7     545.9
  9   69.0     556.3
 10   80.8     651.6
 11   86.8     699.9
 12   88.4     712.9
 13  186.6    1505.3
 14  431.6    3480.7
 15  445.1    3590.3
 16  468.4    3777.8
 17  470.8    3797.0
---------------------
Zero-point energy: 1.297 eV
