                Step[ FC]     Time          Energy          fmax
*Force-consistent energies used in optimization.
                Step[ FC]     Time          Energy          fmax
*Force-consistent energies used in optimization.
BFGSLineSearch:    0[  0] 11:21:49   -39989.983068*       0.0814
BFGSLineSearch:    1[  1] 11:31:16   -39989.983973*       0.1673
BFGSLineSearch:    2[  4] 11:55:32   -39989.986262*       0.3721
BFGSLineSearch:    3[  5] 12:00:43   -39989.987797*       0.1033
BFGSLineSearch:    4[  6] 12:06:33   -39989.989257*       0.3171
BFGSLineSearch:    5[  7] 12:11:26   -39989.990411*       0.1752
BFGSLineSearch:    6[  8] 12:15:33   -39989.991271*       0.2782
BFGSLineSearch:    7[ 10] 12:26:19   -39989.992207*       0.1221
BFGSLineSearch:    8[ 11] 12:30:45   -39989.992937*       0.2272
BFGSLineSearch:    9[ 14] 12:45:56   -39989.993429*       0.0461
