---------------------
  #    meV     cm^-1
---------------------
  0   47.6i    384.2i
  1   27.6i    222.7i
  2   15.1     121.7
  3   22.1     178.3
  4   25.3     204.0
  5   28.2     227.8
  6   37.6     302.9
  7   55.6     448.5
  8   60.5     487.9
  9   67.5     544.8
 10   70.4     567.7
 11   74.9     604.0
 12  187.2    1510.3
 13  194.3    1566.9
 14  423.0    3412.0
 15  431.7    3481.9
 16  433.6    3497.2
 17  445.0    3588.8
---------------------
Zero-point energy: 1.286 eV
