---------------------
  #    meV     cm^-1
---------------------
  0    7.2i     58.3i
  1    1.6i     13.0i
  2    7.9      63.8
  3    8.3      67.0
  4   10.7      86.4
  5   11.9      95.7
  6   22.6     182.5
  7   30.4     245.1
  8   48.7     393.0
  9   70.4     568.0
 10   74.9     603.9
 11  149.3    1204.5
 12  175.2    1413.1
 13  177.6    1432.2
 14  300.0    2419.9
 15  366.7    2957.6
 16  376.4    3035.6
 17  380.7    3070.2
---------------------
Zero-point energy: 1.106 eV
