---------------------
  #    meV     cm^-1
---------------------
  0   19.5i    157.5i
  1   15.4     123.9
  2   18.4     148.4
  3   34.9     281.9
  4   45.6     367.5
  5   48.0     386.8
  6   78.6     634.1
  7  127.2    1026.3
  8  133.7    1078.6
  9  139.3    1123.8
 10  165.5    1334.6
 11  178.2    1437.5
 12  182.6    1472.8
 13  184.9    1491.4
 14  367.6    2965.2
 15  374.5    3020.9
 16  376.9    3040.2
 17  430.4    3471.3
---------------------
Zero-point energy: 1.451 eV
